ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1742968	7.87e-01	6.82e-01	-4.10e-01	-6.885794	-5.31e-03	325296948	NMNAT2	nicotinamide nucleotide adenylyltransferase 2
ILMN_3289331	7.87e-01	6.82e-01	-4.10e-01	-6.885802	-8.55e-03	NA		
ILMN_1736053	7.87e-01	6.82e-01	-4.10e-01	-6.885917	-4.26e-03	NA		
ILMN_1829707	7.87e-01	6.82e-01	-4.10e-01	-6.885942	-4.06e-03	30460596	IER5L	immediate early response 5 like
ILMN_1694131	7.87e-01	6.82e-01	-4.10e-01	-6.885944	-1.10e-02	116812617	C4orf45	chromosome 4 open reading frame 45
ILMN_3203724	7.87e-01	6.82e-01	-4.10e-01	-6.885946	-6.28e-03	NA		
ILMN_1709538	7.87e-01	6.82e-01	-4.10e-01	-6.885981	-9.16e-03	323510679	RTEL1	regulator of telomere elongation helicase 1
ILMN_1681583	7.87e-01	6.82e-01	-4.10e-01	-6.886035	-1.76e-03	701165626	BACH1	BTB domain and CNC homolog 1
ILMN_1691557	7.87e-01	6.82e-01	-4.10e-01	-6.886035	-1.67e-02	NA		
ILMN_1749218	7.87e-01	6.82e-01	4.10e-01	-6.886036	2.56e-02	307344671	TOPORS	TOP1 binding arginine/serine rich protein
ILMN_3241364	7.87e-01	6.82e-01	-4.10e-01	-6.886056	-2.27e-03	193211394	CALHM3	calcium homeostasis modulator 3
ILMN_2135833	7.87e-01	6.82e-01	4.10e-01	-6.88606	2.33e-03	224548934	TAL2	TAL bHLH transcription factor 2
ILMN_3260337	7.87e-01	6.82e-01	4.10e-01	-6.886076	9.64e-03	NA		
ILMN_1813264	7.87e-01	6.82e-01	-4.10e-01	-6.88608	-4.86e-03	NA		
ILMN_1668606	7.87e-01	6.82e-01	4.09e-01	-6.886138	2.36e-03	296531394	TTC13	tetratricopeptide repeat domain 13
ILMN_3210464	7.87e-01	6.82e-01	-4.09e-01	-6.886162	-8.52e-03	NA		
ILMN_2345812	7.87e-01	6.82e-01	-4.09e-01	-6.886183	-5.91e-03	119393877	NAIP	NLR family apoptosis inhibitory protein
ILMN_1814975	7.87e-01	6.82e-01	-4.09e-01	-6.886187	-1.42e-02	NA		
ILMN_1802735	7.87e-01	6.82e-01	-4.09e-01	-6.886218	-1.01e-02	209862766	FFAR3	free fatty acid receptor 3
ILMN_1686326	7.87e-01	6.82e-01	-4.09e-01	-6.88624	-9.86e-03	62953121	PGBD2	piggyBac transposable element derived 2
ILMN_1687419	7.87e-01	6.82e-01	4.09e-01	-6.886254	2.48e-02	701165622	DHX8	DEAH-box helicase 8
ILMN_3308565	7.87e-01	6.83e-01	-4.09e-01	-6.886298	-7.32e-03	262206325	MIR218-1	microRNA 218-1
ILMN_1826101	7.87e-01	6.83e-01	-4.09e-01	-6.886299	-1.24e-02	24901291	LOC101929054	uncharacterized LOC101929054
ILMN_1672776	7.87e-01	6.83e-01	-4.09e-01	-6.886314	-2.35e-03	98985802	COL10A1	collagen type X alpha 1 chain
ILMN_1711642	7.87e-01	6.83e-01	-4.09e-01	-6.886351	-1.79e-03	NA		
ILMN_3243238	7.87e-01	6.83e-01	4.09e-01	-6.886397	7.27e-03	68508969	TPSB2	tryptase beta 2 (gene/pseudogene)
ILMN_1719635	7.87e-01	6.83e-01	-4.09e-01	-6.886399	-6.08e-03	NA		
ILMN_1667594	7.87e-01	6.83e-01	-4.09e-01	-6.886407	-9.91e-03	514388114	KLF10	Kruppel like factor 10
ILMN_1669433	7.87e-01	6.83e-01	-4.09e-01	-6.886409	-2.01e-02	335334960	ZSWIM8	zinc finger SWIM-type containing 8
ILMN_2094424	7.87e-01	6.83e-01	-4.09e-01	-6.886424	-1.07e-02	217416330	TNRC6C	trinucleotide repeat containing 6C
ILMN_1822687	7.87e-01	6.83e-01	4.09e-01	-6.886424	2.16e-02	27836741		
ILMN_1798172	7.87e-01	6.83e-01	-4.09e-01	-6.886443	-2.95e-02	62460636	IPO4	importin 4
ILMN_1658548	7.87e-01	6.83e-01	-4.09e-01	-6.886445	-7.00e-03	NA		
ILMN_2384237	7.88e-01	6.83e-01	-4.08e-01	-6.886545	-7.36e-03	62243733	STAP2	signal transducing adaptor family member 2
ILMN_1858367	7.88e-01	6.83e-01	-4.08e-01	-6.886596	-8.30e-03	15947341		
ILMN_1735004	7.88e-01	6.83e-01	4.08e-01	-6.886621	6.69e-03	153251296	TMA16	translation machinery associated 16 homolog
ILMN_1772918	7.88e-01	6.83e-01	-4.08e-01	-6.886659	-3.98e-03	NA		
ILMN_3244678	7.88e-01	6.83e-01	4.08e-01	-6.886685	9.51e-03	91754171	SNORA5B	small nucleolar RNA, H/ACA box 5B
ILMN_3294170	7.88e-01	6.83e-01	-4.08e-01	-6.88669	-1.09e-03	NA		
ILMN_3300212	7.88e-01	6.83e-01	-4.08e-01	-6.886711	-1.65e-03	NA		
ILMN_1765454	7.88e-01	6.83e-01	-4.08e-01	-6.886719	-1.09e-02	NA		
ILMN_1696528	7.88e-01	6.83e-01	-4.08e-01	-6.886723	-8.97e-04	67906810	TAS2R13	taste 2 receptor member 13
ILMN_1702097	7.88e-01	6.83e-01	-4.08e-01	-6.886763	-1.05e-02	635172862	SPATA19	spermatogenesis associated 19
ILMN_1902123	7.88e-01	6.83e-01	4.08e-01	-6.886777	1.08e-02	34531432	LINC01132	long intergenic non-protein coding RNA 1132
ILMN_1749996	7.88e-01	6.83e-01	-4.08e-01	-6.886791	-4.82e-03	501355318	KCNN2	potassium calcium-activated channel subfamily N member 2
ILMN_1665147	7.88e-01	6.83e-01	-4.08e-01	-6.886802	-5.44e-03	225690543	KRTAP4-11	keratin associated protein 4-11
ILMN_1812578	7.88e-01	6.84e-01	-4.08e-01	-6.886822	-1.01e-02	NA		
ILMN_1787266	7.88e-01	6.84e-01	-4.08e-01	-6.886844	-9.71e-04	657940887	SPINK1	serine peptidase inhibitor, Kazal type 1
ILMN_3235969	7.88e-01	6.84e-01	-4.08e-01	-6.886888	-1.15e-03	91680819	SNORA9	small nucleolar RNA, H/ACA box 9
ILMN_1756985	7.88e-01	6.84e-01	-4.07e-01	-6.886943	-2.03e-02	NA		
ILMN_1816781	7.88e-01	6.84e-01	4.07e-01	-6.886965	9.91e-03	10810150		
ILMN_1690951	7.88e-01	6.84e-01	-4.07e-01	-6.887031	-7.47e-04	319996637	HIPK1	homeodomain interacting protein kinase 1
ILMN_1868983	7.88e-01	6.84e-01	4.07e-01	-6.887052	1.21e-02	NA		
ILMN_3255699	7.88e-01	6.84e-01	-4.07e-01	-6.887111	-9.21e-04	NA		
ILMN_1682225	7.88e-01	6.84e-01	-4.07e-01	-6.887125	-1.96e-03	NA		
ILMN_1822542	7.88e-01	6.84e-01	-4.07e-01	-6.887147	-1.07e-02	19759068		
ILMN_1787932	7.88e-01	6.84e-01	-4.07e-01	-6.887148	-7.33e-04	751130491	ADGRF1	adhesion G protein-coupled receptor F1
ILMN_1769684	7.88e-01	6.84e-01	-4.07e-01	-6.887231	-3.89e-03	30387649	LCE1E	late cornified envelope 1E
ILMN_3225143	7.88e-01	6.84e-01	4.07e-01	-6.887247	2.93e-03	NA		
ILMN_1682113	7.88e-01	6.84e-01	4.07e-01	-6.887259	1.40e-02	223555957	TMEM64	transmembrane protein 64
ILMN_1674341	7.88e-01	6.84e-01	-4.07e-01	-6.887268	-3.06e-03	NA		
ILMN_3217074	7.89e-01	6.84e-01	-4.07e-01	-6.887293	-1.53e-03	NA		
ILMN_1818534	7.89e-01	6.84e-01	4.06e-01	-6.887354	1.52e-02	27839577		
ILMN_1742781	7.89e-01	6.85e-01	-4.06e-01	-6.887402	-6.86e-04	556503421	KIRREL	kin of IRRE like (Drosophila)
ILMN_1692368	7.89e-01	6.85e-01	-4.06e-01	-6.887451	-1.15e-02	84043958	DLX2	distal-less homeobox 2
ILMN_1770361	7.89e-01	6.85e-01	-4.06e-01	-6.887471	-7.00e-03	NA		
ILMN_2272412	7.89e-01	6.85e-01	-4.06e-01	-6.887518	-4.12e-03	723802094	TRPV6	transient receptor potential cation channel subfamily V member 6
ILMN_2280053	7.89e-01	6.85e-01	-4.06e-01	-6.887518	-1.78e-03	100913024	CRCP	CGRP receptor component
ILMN_3236752	7.89e-01	6.85e-01	-4.06e-01	-6.887519	-7.48e-03	NA		
ILMN_1743394	7.89e-01	6.85e-01	-4.06e-01	-6.887519	-1.41e-03	115583653	HNF4G	hepatocyte nuclear factor 4 gamma
ILMN_1806849	7.89e-01	6.85e-01	-4.06e-01	-6.887536	-5.40e-03	NA		
ILMN_3310940	7.89e-01	6.85e-01	-4.06e-01	-6.887577	-1.16e-03	256574766	KRTAP21-3	keratin associated protein 21-3
ILMN_3236041	7.89e-01	6.85e-01	-4.06e-01	-6.887587	-1.28e-03	NA		
ILMN_1719097	7.89e-01	6.85e-01	-4.06e-01	-6.887602	-2.00e-02	444741679	C18orf8	chromosome 18 open reading frame 8
ILMN_3221760	7.89e-01	6.85e-01	-4.06e-01	-6.887604	-1.42e-03	NA		
ILMN_1776052	7.89e-01	6.85e-01	-4.06e-01	-6.887667	-1.76e-02	NA		
ILMN_3235118	7.89e-01	6.85e-01	-4.06e-01	-6.887719	-5.20e-03	NA		
ILMN_3309414	7.89e-01	6.85e-01	4.05e-01	-6.887746	2.69e-03	262205302	MIR519B	microRNA 519b
ILMN_2408663	7.89e-01	6.85e-01	-4.05e-01	-6.887752	-3.21e-02	301129228	RHCE	Rh blood group CcEe antigens
ILMN_3308866	7.89e-01	6.85e-01	-4.05e-01	-6.887761	-2.14e-03	262205812	MIR181B2	microRNA 181b-2
ILMN_3201334	7.89e-01	6.85e-01	-4.05e-01	-6.887819	-6.05e-04	NA		
ILMN_3244821	7.89e-01	6.85e-01	-4.05e-01	-6.887825	-2.20e-03	NA		
ILMN_2327994	7.89e-01	6.85e-01	4.05e-01	-6.887844	3.08e-02	677283303	AZIN1	antizyme inhibitor 1
ILMN_2191929	7.89e-01	6.85e-01	-4.05e-01	-6.887879	-2.60e-02	205277341	FAM206A	family with sequence similarity 206 member A
ILMN_1805737	7.89e-01	6.85e-01	-4.05e-01	-6.88789	-3.47e-02	334191699	PFKP	phosphofructokinase, platelet
ILMN_1706027	7.89e-01	6.86e-01	-4.05e-01	-6.887936	-9.68e-03	NA		
ILMN_3184457	7.89e-01	6.86e-01	4.05e-01	-6.887949	2.52e-03	NA		
ILMN_2063500	7.89e-01	6.86e-01	4.05e-01	-6.887955	1.91e-02	1021311983	IFT52	intraflagellar transport 52
ILMN_1903487	7.89e-01	6.86e-01	-4.05e-01	-6.88796	-1.69e-02	21749579	LOC105370941	uncharacterized LOC105370941
ILMN_1678627	7.89e-01	6.86e-01	-4.05e-01	-6.887984	-6.00e-03	282165732	RUFY4	RUN and FYVE domain containing 4
ILMN_1700344	7.89e-01	6.86e-01	-4.05e-01	-6.887985	-1.32e-02	NA		
ILMN_2390472	7.89e-01	6.86e-01	4.05e-01	-6.888015	3.12e-02	197333813	TTC14	tetratricopeptide repeat domain 14
ILMN_1809003	7.89e-01	6.86e-01	-4.05e-01	-6.888023	-1.91e-02	557948117	CBR1	carbonyl reductase 1
ILMN_1714223	7.89e-01	6.86e-01	-4.05e-01	-6.888038	-1.47e-02	562756870	LETM2	leucine zipper and EF-hand containing transmembrane protein 2
ILMN_1810532	7.90e-01	6.86e-01	4.04e-01	-6.88815	8.84e-03	299115915	CAV3	caveolin 3
ILMN_3219008	7.90e-01	6.86e-01	-4.04e-01	-6.888167	-4.65e-03	NA		
ILMN_1730239	7.90e-01	6.86e-01	-4.04e-01	-6.888183	-2.97e-03	NA		
ILMN_2402581	7.90e-01	6.86e-01	-4.04e-01	-6.888212	-2.38e-02	594140600	MYZAP	myocardial zonula adherens protein
ILMN_1710219	7.90e-01	6.86e-01	-4.04e-01	-6.888233	-4.75e-04	260064022	CALCR	calcitonin receptor
ILMN_1695856	7.90e-01	6.86e-01	4.04e-01	-6.888237	1.59e-02	87299627	BOD1L1	biorientation of chromosomes in cell division 1 like 1
ILMN_1913002	7.90e-01	6.86e-01	-4.04e-01	-6.888246	-5.70e-03	2941539	LINC00633	long intergenic non-protein coding RNA 633
ILMN_2362439	7.90e-01	6.86e-01	-4.04e-01	-6.888319	-1.28e-03	365777414	C19orf12	chromosome 19 open reading frame 12
ILMN_1754970	7.90e-01	6.86e-01	-4.04e-01	-6.888323	-9.99e-03	NA		
ILMN_1774596	7.90e-01	6.86e-01	4.04e-01	-6.888384	2.54e-02	325910878	BSCL2	BSCL2, seipin lipid droplet biogenesis associated
ILMN_1715745	7.90e-01	6.86e-01	-4.04e-01	-6.888388	-3.35e-03	532691779	SLC25A53	solute carrier family 25 member 53
ILMN_1657312	7.90e-01	6.86e-01	-4.04e-01	-6.888448	-1.11e-03	229892284	CBWD2	COBW domain containing 2
ILMN_1742277	7.90e-01	6.86e-01	-4.04e-01	-6.88845	-1.17e-02	NA		
ILMN_1676283	7.90e-01	6.86e-01	-4.04e-01	-6.888451	-2.81e-03	140561069	RIMBP2	RIMS binding protein 2
ILMN_1883492	7.90e-01	6.86e-01	4.04e-01	-6.888457	8.69e-03	NA		
ILMN_1701905	7.90e-01	6.87e-01	4.04e-01	-6.888465	2.46e-03	NA		
ILMN_2167808	7.90e-01	6.87e-01	-4.04e-01	-6.888471	-1.48e-03	21265112	TM4SF5	transmembrane 4 L six family member 5
ILMN_3275021	7.90e-01	6.87e-01	-4.04e-01	-6.888477	-4.34e-04	NA		
ILMN_1768433	7.90e-01	6.87e-01	-4.03e-01	-6.888576	-1.60e-02	153791661	CCDC71	coiled-coil domain containing 71
ILMN_1657125	7.90e-01	6.87e-01	-4.03e-01	-6.88858	-4.57e-04	NA		
ILMN_2275455	7.90e-01	6.87e-01	-4.03e-01	-6.888583	-1.66e-03	291219894	RNF6	ring finger protein 6
ILMN_1785588	7.90e-01	6.87e-01	4.03e-01	-6.888596	1.61e-02	NA		
ILMN_2242309	7.90e-01	6.87e-01	-4.03e-01	-6.888632	-2.57e-03	NA		
ILMN_1727220	7.90e-01	6.87e-01	-4.03e-01	-6.888638	-2.71e-03	221316596	CRNN	cornulin
ILMN_1774806	7.90e-01	6.87e-01	-4.03e-01	-6.888686	-7.60e-03	381342466	SLC9A7	solute carrier family 9 member A7
ILMN_3308525	7.90e-01	6.87e-01	-4.03e-01	-6.888741	-3.68e-03	262205710	MIR30A	microRNA 30a
ILMN_3258190	7.90e-01	6.87e-01	-4.03e-01	-6.888751	-2.25e-03	NA		
ILMN_1735402	7.90e-01	6.87e-01	4.03e-01	-6.888755	2.06e-02	195539365	DCAF5	DDB1 and CUL4 associated factor 5
ILMN_1803745	7.90e-01	6.87e-01	-4.03e-01	-6.888788	-2.78e-02	74099693	SUOX	sulfite oxidase
ILMN_3295235	7.90e-01	6.87e-01	4.03e-01	-6.888836	9.20e-04	224589116	NUPR2	nuclear protein 2, transcriptional regulator
ILMN_1661142	7.91e-01	6.87e-01	-4.03e-01	-6.888855	-2.68e-02	110347442	TMF1	TATA element modulatory factor 1
ILMN_1740383	7.91e-01	6.87e-01	-4.03e-01	-6.888882	-1.11e-03	124494252	NRL	neural retina leucine zipper
ILMN_1707710	7.91e-01	6.87e-01	4.03e-01	-6.888886	7.88e-03	343432608	SLC6A13	solute carrier family 6 member 13
ILMN_3310131	7.91e-01	6.87e-01	-4.03e-01	-6.8889	-1.78e-03	262205588	MIRLET7A2	microRNA let-7a-2
ILMN_3247297	7.91e-01	6.87e-01	4.03e-01	-6.888937	2.50e-03	NA		
ILMN_1658835	7.91e-01	6.88e-01	-4.02e-01	-6.889068	-1.45e-02	332164661	CAV2	caveolin 2
ILMN_1760294	7.91e-01	6.88e-01	4.02e-01	-6.889088	1.88e-02	112983682	ZNF417	zinc finger protein 417
ILMN_1700978	7.91e-01	6.88e-01	-4.02e-01	-6.889092	-3.95e-03	749385022	MUC21	mucin 21, cell surface associated
ILMN_1846430	7.91e-01	6.88e-01	-4.02e-01	-6.889125	-6.91e-03	34531353	LOC100128239	uncharacterized LOC100128239
ILMN_2113957	7.91e-01	6.88e-01	-4.02e-01	-6.889131	-1.59e-03	207113131	PEX13	peroxisomal biogenesis factor 13
ILMN_1876532	7.91e-01	6.88e-01	4.02e-01	-6.889135	9.68e-03	27844514		
ILMN_2320280	7.91e-01	6.88e-01	-4.02e-01	-6.889151	-7.40e-04	386645003	BCAM	basal cell adhesion molecule (Lutheran blood group)
ILMN_2369571	7.91e-01	6.88e-01	-4.02e-01	-6.889165	-1.81e-03	125987594	SLC4A5	solute carrier family 4 member 5
ILMN_2163206	7.91e-01	6.88e-01	-4.02e-01	-6.889175	-6.59e-04	224586820	CCDC110	coiled-coil domain containing 110
ILMN_3247625	7.91e-01	6.88e-01	-4.02e-01	-6.889178	-1.70e-03	96974965	SNORD98	small nucleolar RNA, C/D box 98
ILMN_1894624	7.91e-01	6.88e-01	-4.02e-01	-6.889187	-1.59e-02	NA		
ILMN_1685052	7.91e-01	6.88e-01	-4.02e-01	-6.889188	-2.93e-02	197927451	DNAH1	dynein axonemal heavy chain 1
ILMN_3274677	7.91e-01	6.88e-01	4.02e-01	-6.889195	2.27e-03	NA		
ILMN_1768841	7.91e-01	6.88e-01	-4.02e-01	-6.889214	-5.83e-03	22749478	CNPY4	canopy FGF signaling regulator 4
ILMN_2043265	7.91e-01	6.88e-01	-4.02e-01	-6.889217	-1.90e-02	546231076	ZNF106	zinc finger protein 106
ILMN_1773210	7.91e-01	6.88e-01	4.02e-01	-6.889226	2.05e-03	88758587	DRD1	dopamine receptor D1
ILMN_1679194	7.91e-01	6.88e-01	4.02e-01	-6.88923	8.53e-03	NA		
ILMN_2132119	7.91e-01	6.88e-01	-4.02e-01	-6.889242	-5.21e-03	NA		
ILMN_1815307	7.91e-01	6.88e-01	-4.01e-01	-6.889387	-3.27e-03	NA		
ILMN_2382126	7.91e-01	6.88e-01	-4.01e-01	-6.889404	-2.94e-02	351542244	PPFIA1	PTPRF interacting protein alpha 1
ILMN_1722733	7.91e-01	6.88e-01	4.01e-01	-6.88942	3.20e-03	NA		
ILMN_1848499	7.91e-01	6.88e-01	4.01e-01	-6.889465	7.00e-03	15749015	ZNF431	zinc finger protein 431
ILMN_3224236	7.91e-01	6.88e-01	-4.01e-01	-6.889473	-3.35e-03	NA		
ILMN_1662989	7.91e-01	6.88e-01	-4.01e-01	-6.889526	-5.86e-03	209571536	PRB2	proline rich protein BstNI subfamily 2
ILMN_3307252	7.91e-01	6.88e-01	-4.01e-01	-6.889526	-1.18e-02	44889961	STMN1	stathmin 1
ILMN_1884220	7.91e-01	6.89e-01	-4.01e-01	-6.889593	-6.37e-03	NA		
ILMN_3244903	7.91e-01	6.89e-01	4.01e-01	-6.889595	5.95e-03	178057326	C7orf65	chromosome 7 open reading frame 65
ILMN_1729209	7.92e-01	6.89e-01	-4.01e-01	-6.889662	-4.18e-03	337756778	USP17L24	ubiquitin specific peptidase 17-like family member 24
ILMN_3241369	7.92e-01	6.89e-01	-4.01e-01	-6.889674	-2.95e-03	96974955	SNORD91A	small nucleolar RNA, C/D box 91A
ILMN_1755033	7.92e-01	6.89e-01	-4.01e-01	-6.88969	-6.92e-03	427918072	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1
ILMN_1682270	7.92e-01	6.89e-01	-4.00e-01	-6.889834	-5.71e-04	189083816	FGFR2	fibroblast growth factor receptor 2
ILMN_1711910	7.92e-01	6.89e-01	-4.00e-01	-6.889881	-2.51e-03	336594787	ENO4	enolase family member 4
ILMN_2387180	7.92e-01	6.89e-01	-4.00e-01	-6.889896	-4.31e-03	973353092	WDR31	WD repeat domain 31
ILMN_1679184	7.92e-01	6.89e-01	4.00e-01	-6.889902	1.01e-02	156104900	ANKRD20A1	ankyrin repeat domain 20 family member A1
ILMN_1812967	7.92e-01	6.89e-01	4.00e-01	-6.889958	2.00e-02	974005399	CNPY3	canopy FGF signaling regulator 3
ILMN_3246315	7.92e-01	6.89e-01	4.00e-01	-6.889967	1.82e-02	NA		
ILMN_3185278	7.92e-01	6.89e-01	4.00e-01	-6.890042	5.83e-03	NA		
ILMN_1651563	7.92e-01	6.90e-01	-4.00e-01	-6.890087	-1.35e-03	NA		
ILMN_2361575	7.92e-01	6.90e-01	-4.00e-01	-6.89013	-1.28e-02	751247046	SNX14	sorting nexin 14
ILMN_1687277	7.92e-01	6.90e-01	-3.99e-01	-6.890153	-8.30e-04	NA		
ILMN_1756550	7.92e-01	6.90e-01	-3.99e-01	-6.890162	-9.44e-03	222144276	NUP62CL	nucleoporin 62 C-terminal like
ILMN_1877068	7.92e-01	6.90e-01	3.99e-01	-6.890167	2.57e-02	21750756	DERL2	derlin 2
ILMN_2406084	7.92e-01	6.90e-01	-3.99e-01	-6.890193	-2.18e-03	NA		
ILMN_1709877	7.92e-01	6.90e-01	3.99e-01	-6.890201	1.09e-02	31560863	TRIML1	tripartite motif family like 1
ILMN_3246242	7.92e-01	6.90e-01	-3.99e-01	-6.890203	-2.81e-03	224451114	GOLGA2P7	golgin A2 pseudogene 7
ILMN_2134801	7.92e-01	6.90e-01	-3.99e-01	-6.890214	-8.67e-04	226442701	ETNPPL	ethanolamine-phosphate phospho-lyase
ILMN_1761042	7.92e-01	6.90e-01	-3.99e-01	-6.890217	-5.64e-03	52317127	OR5M9	olfactory receptor family 5 subfamily M member 9
ILMN_2043109	7.92e-01	6.90e-01	-3.99e-01	-6.890253	-3.81e-02	28827817	TOP1P2	topoisomerase (DNA) I pseudogene 2
ILMN_2346769	7.92e-01	6.90e-01	-3.99e-01	-6.890255	-1.20e-02	38146117	FAM189B	family with sequence similarity 189 member B
ILMN_1655093	7.92e-01	6.90e-01	-3.99e-01	-6.890256	-2.34e-02	NA		
ILMN_3273144	7.92e-01	6.90e-01	-3.99e-01	-6.890268	-3.88e-03	283837915	SLC25A21-AS1	SLC25A21 antisense RNA 1
ILMN_3235877	7.92e-01	6.90e-01	3.99e-01	-6.890288	4.34e-04	210147595	LINC01553	long intergenic non-protein coding RNA 1553
ILMN_1718032	7.92e-01	6.90e-01	-3.99e-01	-6.890318	-1.23e-02	NA		
ILMN_1665743	7.92e-01	6.90e-01	3.99e-01	-6.890319	8.03e-03	NA		
ILMN_2053415	7.92e-01	6.90e-01	-3.99e-01	-6.890347	-3.28e-02	307775410	LDLR	low density lipoprotein receptor
ILMN_3247350	7.93e-01	6.90e-01	-3.99e-01	-6.890394	-1.25e-03	225703128	CDKN2B-AS1	CDKN2B antisense RNA 1
ILMN_2406267	7.93e-01	6.90e-01	-3.99e-01	-6.890489	-1.04e-03	289666783	MARVELD2	MARVEL domain containing 2
ILMN_1697975	7.93e-01	6.90e-01	-3.99e-01	-6.890504	-5.08e-03	292781135	PHF14	PHD finger protein 14
ILMN_1686759	7.93e-01	6.90e-01	-3.98e-01	-6.890577	-2.83e-03	NA		
ILMN_1722093	7.93e-01	6.90e-01	3.98e-01	-6.890609	6.49e-03	NA		
ILMN_3291764	7.93e-01	6.90e-01	-3.98e-01	-6.890618	-6.39e-03	NA		
ILMN_1686259	7.93e-01	6.91e-01	3.98e-01	-6.890727	4.15e-03	10864042	PRODH2	proline dehydrogenase 2
ILMN_1793672	7.93e-01	6.91e-01	-3.98e-01	-6.890774	-2.41e-03	254675329	SIX5	SIX homeobox 5
ILMN_2320480	7.93e-01	6.91e-01	3.98e-01	-6.89079	3.00e-02	NA		
ILMN_3267612	7.93e-01	6.91e-01	3.98e-01	-6.890808	2.14e-03	NA		
ILMN_1767244	7.93e-01	6.91e-01	-3.98e-01	-6.890812	-1.16e-03	153791571	OR13A1	olfactory receptor family 13 subfamily A member 1
ILMN_1798053	7.93e-01	6.91e-01	-3.98e-01	-6.890898	-3.90e-03	153252197	SEPT14	septin 14
ILMN_1659169	7.93e-01	6.91e-01	-3.98e-01	-6.89092	-4.92e-04	NA		
ILMN_1771898	7.93e-01	6.91e-01	-3.97e-01	-6.890964	-3.97e-03	456367254	NBPF3	neuroblastoma breakpoint family member 3
ILMN_1753286	7.94e-01	6.91e-01	-3.97e-01	-6.891019	-1.20e-02	284005041	MYO19	myosin XIX
ILMN_1689869	7.94e-01	6.91e-01	-3.97e-01	-6.891034	-2.82e-02	NA		
ILMN_3271942	7.94e-01	6.91e-01	-3.97e-01	-6.89105	-1.14e-03	NA		
ILMN_3268507	7.94e-01	6.91e-01	-3.97e-01	-6.891058	-1.12e-03	NA		
ILMN_1702817	7.94e-01	6.91e-01	-3.97e-01	-6.891096	-3.31e-02	1002819349	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1
ILMN_1779184	7.94e-01	6.91e-01	-3.97e-01	-6.891118	-2.19e-02	972781736	CTU2	cytosolic thiouridylase subunit 2
ILMN_1671748	7.94e-01	6.91e-01	-3.97e-01	-6.891142	-6.99e-03	NA		
ILMN_1769891	7.94e-01	6.92e-01	-3.97e-01	-6.891216	-1.02e-03	599045863	CDH4	cadherin 4
ILMN_1707957	7.94e-01	6.92e-01	3.97e-01	-6.891237	3.44e-03	NA		
ILMN_1688316	7.94e-01	6.92e-01	3.97e-01	-6.891246	3.62e-03	NA		
ILMN_3304413	7.94e-01	6.92e-01	-3.97e-01	-6.891275	-9.96e-04	NA		
ILMN_1690705	7.94e-01	6.92e-01	-3.97e-01	-6.891289	-4.97e-03	154816197	TCEB3CL	transcription elongation factor B subunit 3C like
ILMN_1780630	7.94e-01	6.92e-01	-3.97e-01	-6.891304	-8.98e-04	149944423	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like
ILMN_1728785	7.94e-01	6.92e-01	-3.96e-01	-6.891336	-1.32e-03	148719672	ADGRF5	adhesion G protein-coupled receptor F5
ILMN_1675941	7.94e-01	6.92e-01	-3.96e-01	-6.891355	-1.45e-03	1001184414	DUSP15	dual specificity phosphatase 15
ILMN_1744387	7.94e-01	6.92e-01	-3.96e-01	-6.891385	-5.97e-03	509155841	KCNIP1	potassium voltage-gated channel interacting protein 1
ILMN_3300140	7.94e-01	6.92e-01	3.96e-01	-6.891403	3.42e-03	NA		
ILMN_3201153	7.94e-01	6.92e-01	-3.96e-01	-6.891533	-1.75e-03	NA		
ILMN_2244140	7.94e-01	6.92e-01	3.96e-01	-6.891566	7.15e-03	283837841	UNC13A	unc-13 homolog A
ILMN_1681603	7.94e-01	6.92e-01	3.96e-01	-6.891576	2.33e-02	NA		
ILMN_3237074	7.94e-01	6.92e-01	-3.96e-01	-6.891586	-2.44e-03	NA		
ILMN_1714831	7.94e-01	6.92e-01	-3.96e-01	-6.891621	-4.61e-03	NA		
ILMN_3308285	7.94e-01	6.92e-01	-3.96e-01	-6.891628	-8.35e-04	269847450	MIR548I4	microRNA 548i-4
ILMN_3277199	7.94e-01	6.92e-01	3.96e-01	-6.891642	2.15e-03	224451130	EYS	eyes shut homolog (Drosophila)
ILMN_1765427	7.95e-01	6.93e-01	-3.96e-01	-6.891706	-5.04e-03	154759272	TSGA10IP	testis specific 10 interacting protein
ILMN_2154671	7.95e-01	6.93e-01	-3.96e-01	-6.891717	-1.46e-02	283837811	COX6B1	cytochrome c oxidase subunit 6B1
ILMN_1674838	7.95e-01	6.93e-01	3.95e-01	-6.891723	2.54e-02	46488943	ZAP70	zeta chain of T cell receptor associated protein kinase 70
ILMN_1773346	7.95e-01	6.93e-01	-3.95e-01	-6.891736	-3.05e-03	NA		
ILMN_1675219	7.95e-01	6.93e-01	-3.95e-01	-6.89174	-5.19e-03	300794717	WDHD1	WD repeat and HMG-box DNA binding protein 1
ILMN_2147993	7.95e-01	6.93e-01	3.95e-01	-6.891743	2.11e-02	751368105	ZNF23	zinc finger protein 23
